name,contour_path,units,w,h,d,criss_cross,layer_final_geom,layer_derived_curves,layer_original_curves,layer_scaled_curve,layer_curve_bbox,layer_images,picture_path,img_w,img_h,min_x,min_z,max_x,max_z,left_margin,right_margin,top_margin,bottom_margin
169,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/169_silhouette_contour.svg,,,,,,Item_169::Final_Geom,Item_169::Face_Curves,Item_169::Original_Curve,AutoCAD::Item_169::Scaled_Curve,AutoCAD::Item_169::Curve_Bbox,Item_169::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/169_silhouette.png,339,452,0,22,300,449,0,38,22,2
171,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/171_silhouette_contour.svg,,,,,,Item_171::Final_Geom,Item_171::Face_Curves,Item_171::Original_Curve,AutoCAD::Item_171::Scaled_Curve,AutoCAD::Item_171::Curve_Bbox,Item_171::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/171_silhouette.png,673,530,0,0,670,529,0,2,0,0
173,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/173_silhouette_contour.svg,,,,,,Item_173::Final_Geom,Item_173::Face_Curves,Item_173::Original_Curve,AutoCAD::Item_173::Scaled_Curve,AutoCAD::Item_173::Curve_Bbox,Item_173::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/173_silhouette.png,1920,929,846,314,1357,636,846,562,314,292
174,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/174_silhouette_contour.svg,,,,,,Item_174::Final_Geom,Item_174::Face_Curves,Item_174::Original_Curve,AutoCAD::Item_174::Scaled_Curve,AutoCAD::Item_174::Curve_Bbox,Item_174::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/174_silhouette.png,2656,4113,0,0,2655,4112,0,0,0,0
175,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/175_silhouette_contour.svg,,,,,,Item_175::Final_Geom,Item_175::Face_Curves,Item_175::Original_Curve,AutoCAD::Item_175::Scaled_Curve,AutoCAD::Item_175::Curve_Bbox,Item_175::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/175_silhouette.png,2499,2742,35,37,2454,2707,35,44,37,34
176,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/176_silhouette_contour.svg,,,,,,Item_176::Final_Geom,Item_176::Face_Curves,Item_176::Original_Curve,AutoCAD::Item_176::Scaled_Curve,AutoCAD::Item_176::Curve_Bbox,Item_176::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/176_silhouette.png,3151,4856,245,243,2890,4589,245,260,243,266
178a,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/178a_silhouette_contour.svg,,,,,,Item_178a::Final_Geom,Item_178a::Face_Curves,Item_178a::Original_Curve,AutoCAD::Item_178a::Scaled_Curve,AutoCAD::Item_178a::Curve_Bbox,Item_178a::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/178a_silhouette.png,3000,2000,226,246,2787,1723,226,212,246,276
178b,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/178b_silhouette_contour.svg,,,,,,Item_178b::Final_Geom,Item_178b::Face_Curves,Item_178b::Original_Curve,AutoCAD::Item_178b::Scaled_Curve,AutoCAD::Item_178b::Curve_Bbox,Item_178b::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/178b_silhouette.png,3000,2000,260,192,2737,1730,260,262,192,269
178c,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/178c_silhouette_contour.svg,,,,,,Item_178c::Final_Geom,Item_178c::Face_Curves,Item_178c::Original_Curve,AutoCAD::Item_178c::Scaled_Curve,AutoCAD::Item_178c::Curve_Bbox,Item_178c::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/178c_silhouette.png,3000,2000,248,236,2763,1696,248,236,236,303
178d,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/178d_silhouette_contour.svg,,,,,,Item_178d::Final_Geom,Item_178d::Face_Curves,Item_178d::Original_Curve,AutoCAD::Item_178d::Scaled_Curve,AutoCAD::Item_178d::Curve_Bbox,Item_178d::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/178d_silhouette.png,3000,2000,202,235,2858,1736,202,141,235,263
179,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/179_silhouette_contour.svg,,,,,,Item_179::Final_Geom,Item_179::Face_Curves,Item_179::Original_Curve,AutoCAD::Item_179::Scaled_Curve,AutoCAD::Item_179::Curve_Bbox,Item_179::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/179_silhouette.png,5585,4068,32,9,5545,4010,32,39,9,57
180,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/180_silhouette_contour.svg,,,,,,Item_180::Final_Geom,Item_180::Face_Curves,Item_180::Original_Curve,AutoCAD::Item_180::Scaled_Curve,AutoCAD::Item_180::Curve_Bbox,Item_180::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/180_silhouette.png,1632,1425,197,18,1505,1386,197,126,18,38
181,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/181_silhouette_contour.svg,,,,,,Item_181::Final_Geom,Item_181::Face_Curves,Item_181::Original_Curve,AutoCAD::Item_181::Scaled_Curve,AutoCAD::Item_181::Curve_Bbox,Item_181::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/181_silhouette.png,1412,1468,210,40,1272,1441,210,139,40,26
182,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/182_silhouette_contour.svg,,,,,,Item_182::Final_Geom,Item_182::Face_Curves,Item_182::Original_Curve,AutoCAD::Item_182::Scaled_Curve,AutoCAD::Item_182::Curve_Bbox,Item_182::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/182_silhouette.png,1440,1336,81,31,1361,1244,81,78,31,91
183,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/183_silhouette_contour.svg,cm,244,80,10,FALSE,Item_183::Final_Geom,Item_183::Face_Curves,Item_183::Original_Curve,AutoCAD::Item_183::Scaled_Curve,AutoCAD::Item_183::Curve_Bbox,Item_183::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/183_silhouette.png,10602,4018,49,260,10601,3799,49,0,260,218
186,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/186_silhouette_contour.svg,cm,29.5,24.8,5.7,FALSE,Item_186::Final_Geom,Item_186::Face_Curves,Item_186::Original_Curve,AutoCAD::Item_186::Scaled_Curve,AutoCAD::Item_186::Curve_Bbox,Item_186::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/186_silhouette.png,3066,2711,143,143,2918,2563,143,147,143,147
187,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/187_silhouette_contour.svg,cm,25.2,20,7.3,FALSE,Item_187::Final_Geom,Item_187::Face_Curves,Item_187::Original_Curve,AutoCAD::Item_187::Scaled_Curve,AutoCAD::Item_187::Curve_Bbox,Item_187::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/187_silhouette.png,3696,3093,250,222,3440,2847,250,255,222,245
188,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/188_silhouette_contour.svg,cm,26.7,18.4,9.2,FALSE,Item_188::Final_Geom,Item_188::Face_Curves,Item_188::Original_Curve,AutoCAD::Item_188::Scaled_Curve,AutoCAD::Item_188::Curve_Bbox,Item_188::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/188_silhouette.png,4048,3006,251,229,3787,2766,251,260,229,239
190,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/190_silhouette_contour.svg,cm,4.1,39,4.1,TRUE,Item_190::Final_Geom,Item_190::Face_Curves,Item_190::Original_Curve,AutoCAD::Item_190::Scaled_Curve,AutoCAD::Item_190::Curve_Bbox,Item_190::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/190_silhouette.png,3063,4450,202,250,2846,4192,202,216,250,257
191,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/191_silhouette_contour.svg,cm,15.4,17.7,5,FALSE,Item_191::Final_Geom,Item_191::Face_Curves,Item_191::Original_Curve,AutoCAD::Item_191::Scaled_Curve,AutoCAD::Item_191::Curve_Bbox,Item_191::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/3D Silhouettes/191_silhouette.png,3203,4310,243,0,2966,4059,243,236,0,250
